0.12577;0.092443;0.32067;0.11897;0.14232
0.11289;0.076089;0.32342;0.13592;0.10778
0.11894;0.071495;0.32883;0.14644;0.083629
0.17756;0.067108;0.34703;0.18574;0.15798
0.20516;0.078472;0.34803;0.193;0.20197
0.15279;0.12576;0.31119;0.15249;0.18046
0.099013;0.18255;0.27751;0.10715;0.2332
0.072463;0.1943;0.28672;0.10387;0.083188
0.092268;0.18691;0.30289;0.14307;0.060129
0.13287;0.17376;0.32591;0.20379;0.08748
0.1941;0.14707;0.34552;0.2608;0.13779
0.25878;0.11681;0.36907;0.28845;0.19447
0.301;0.10155;0.38555;0.30007;0.21855
0.33997;0.092654;0.39769;0.3045;0.24687
0.33844;0.092281;0.37542;0.29163;0.24706
0.2694;0.1262;0.33085;0.23246;0.19848
0.19208;0.15885;0.31308;0.18735;0.16142
0.13891;0.15175;0.32467;0.17921;0.15584
0.14329;0.11439;0.36135;0.20578;0.075513
0.13494;0.076884;0.35336;0.22453;0.11622
0.099054;0.046514;0.32342;0.21641;0.12157
0.085045;0.040602;0.28325;0.20928;0.091657
0.087721;0.069136;0.24935;0.20359;0.10124
0.07878;0.12041;0.20465;0.18329;0.20186
0.057715;0.17212;0.13747;0.13904;0.23533
0.040059;0.20986;0.10445;0.11049;0.22196
0.042554;0.22849;0.15716;0.12898;0.094447
0.078427;0.23385;0.20443;0.18536;0.057953
0.095836;0.23049;0.22351;0.23764;0.05277
0.076514;0.24518;0.20415;0.2601;0.12269
0.056305;0.30129;0.17539;0.24939;0.20932
0.052936;0.34944;0.17186;0.23063;0.093445
0.07653;0.35881;0.17733;0.22583;0.070695
0.094287;0.36488;0.17853;0.22636;0.08604
0.079744;0.3851;0.14025;0.21512;0.19904
0.063116;0.38682;0.11344;0.20489;0.2786
0.048202;0.36633;0.12401;0.20497;0.202
0.054091;0.32183;0.17679;0.22211;0.088495
0.14473;0.2618;0.25316;0.27495;0.082629
0.26076;0.21517;0.30832;0.3447;0.15393
0.31841;0.17556;0.33233;0.39847;0.13871
0.32983;0.14719;0.34777;0.41322;0.10187
0.31635;0.14324;0.35676;0.4101;0.089945
0.29651;0.15903;0.35892;0.4168;0.086725
0.28681;0.16455;0.36561;0.4283;0.083664
0.33788;0.15104;0.39741;0.45499;0.11296
0.39962;0.13828;0.43033;0.49042;0.16324
0.37469;0.12868;0.43729;0.50986;0.12257
0.35886;0.12118;0.44493;0.52331;0.11605
0.37874;0.14322;0.46678;0.54851;0.14707
0.38122;0.1526;0.49986;0.58017;0.15685
0.36202;0.13985;0.50736;0.60033;0.1462
0.29421;0.14454;0.47642;0.59833;0.14192
0.20556;0.15816;0.4174;0.57873;0.28732
0.14464;0.15796;0.35778;0.54849;0.26928
0.12413;0.18023;0.38159;0.5335;0.12093
0.14596;0.21266;0.4062;0.54371;0.10165
0.15626;0.20118;0.40701;0.54762;0.098792
0.13848;0.18447;0.38354;0.55533;0.11036
0.11835;0.17307;0.35238;0.54657;0.087451
0.13452;0.20214;0.34696;0.53165;0.087158
0.13106;0.247;0.32758;0.51927;0.20161
0.095125;0.25492;0.28225;0.49554;0.23675
0.080825;0.25085;0.28655;0.48425;0.16559
0.082607;0.27598;0.31474;0.49942;0.15795
0.073687;0.3189;0.32827;0.5211;0.16386
0.052385;0.34185;0.29208;0.51828;0.1541
0.045395;0.3446;0.24633;0.4825;0.11255
0.053882;0.3632;0.19284;0.41297;0.13598
0.051971;0.40037;0.14358;0.32589;0.16432
0.053564;0.41033;0.1514;0.30542;0.24469
0.056862;0.38238;0.20634;0.34089;0.19495
0.085413;0.32724;0.26499;0.38733;0.07828
0.18598;0.28411;0.33054;0.45044;0.07999
0.30991;0.25589;0.42076;0.5267;0.16253
0.34314;0.21956;0.45493;0.57598;0.16974
0.26624;0.20476;0.41508;0.5847;0.17305
0.22877;0.20861;0.41547;0.59646;0.13642
0.22022;0.2127;0.41629;0.61961;0.2365
0.20984;0.23399;0.4445;0.65041;0.21811
0.32811;0.31636;0.55045;0.68546;0.26716
0.56366;0.41778;0.64558;0.7248;0.47658
0.64542;0.46224;0.67585;0.75293;0.53349
0.52429;0.48531;0.63077;0.75135;0.39446
0.34607;0.47249;0.54816;0.72848;0.20263
0.24996;0.47647;0.50271;0.71265;0.16798
0.23648;0.53767;0.51286;0.70967;0.12192
0.22797;0.60524;0.4988;0.7105;0.11309
