0.76512,0.96511,0.92778,0.14088,0.35577
0.7089,0.9758,0.95431,0.095237,0.36032
0.70206,0.97427,0.95252,0.34047,0.16183
0.73152,0.97724,0.94728,0.11921,0.16456
0.67408,0.9888,0.976,0.14517,0.17153
0.59654,0.99111,1,0.30532,0.27075
0.62407,0.98484,0.98658,0.22514,0.37874
0.73244,0.97399,0.94583,0.19074,0.050816
0.82748,0.97638,0.92136,0.2902,0.32407
0.81566,0.97719,0.92691,0.19283,0.20059
0.92376,0.98258,0.90326,0.26634,0.35443
0.95745,1,0.91116,0.21435,0.16073
0.88124,0.98972,0.92215,0.11575,0.12468
0.76931,0.99121,0.95356,0.14195,0.089843
0.72925,0.98589,0.95859,0.1942,0.27293
0.71844,0.97417,0.94756,0.25813,0.31035
0.72565,0.97094,0.94323,0.18283,0.1544
0.73735,0.98577,0.95618,0.43337,0.313
0.73333,0.98642,0.95817,0.19921,0.12551
0.71443,0.97569,0.9532,0.25503,0.21639
0.77556,0.94425,0.90325,0.18647,0.25175
0.69404,0.95074,0.93214,0.069516,0
0.73967,0.94138,0.90898,0.13051,0.16301
0.74218,0.94075,0.90667,0.19725,0.18966
0.76635,0.93907,0.89989,0.075426,0.2857
0.6812,0.96262,0.94802,0.16084,0.32861
0.78782,0.97728,0.93406,0.37834,0.2448
0.75929,0.97839,0.94154,0.15515,0.32624
0.89042,0.98004,0.90883,0.21948,0.33915
0.96209,0.9749,0.88303,0.2794,0.17521
0.83809,0.97634,0.92142,0.40782,0.29181
0.94455,0.97476,0.88891,0.30075,0.21637
0.92864,0.97716,0.89487,0.11999,0.11929
0.80763,0.96885,0.91968,0.26292,0.28266
0.7898,0.95252,0.90685,0.21797,0.23875
0.80728,0.96504,0.91531,0.28536,0.19942
0.8597,0.98462,0.92193,0.25196,0.11204
0.78671,0.9859,0.94368,0.075739,0.24498
0.86212,0.99229,0.9275,0.27401,0.34489
0.86869,0.98836,0.92354,0,0.1547
0.88956,0.98892,0.91842,0.16768,0.3882
1,0.98506,0.88432,0.36133,0.22665
0.94089,0.99915,0.91606,0.043835,0.06729
0.93822,0.99661,0.91374,0.10693,0.16795
0.80345,0.9915,0.94609,0.28749,0.043534
0.76537,0.97287,0.93615,0.37329,0.1257
0.67426,0.96395,0.95007,0.20943,0.15979
0.73617,0.95956,0.92921,0.34255,0.35467
0.72184,0.97185,0.94662,0.11212,0.18141
0.71193,0.97618,0.95333,0.28571,0.3122
0.70651,0.9398,0.91781,0.27767,0.18886
0.69658,0.92158,0.90052,0.15573,0.14645
0.61566,0.91582,0.91704,0.25776,0.45512
0.60698,0.89547,0.89641,0.30987,0.38757
0.50315,0.88491,0.9133,0.21483,0.43818
0.57104,0.87186,0.8812,0.18577,0.30193
0.58693,0.85402,0.85791,0.44282,0.29897
0.58779,0.82954,0.83276,0.18227,0.18011
0.70648,0.83318,0.80564,0.25187,0.27993
0.71669,0.86171,0.83338,0.42115,0.3107
0.69091,0.85771,0.83612,0.20534,0.27814
0.71179,0.79608,0.76461,0.14325,0.42892
0.54814,0.85614,0.8723,0.37628,0.39598
0.63484,0.86563,0.85791,0.37813,0.30148
0.60296,0.83695,0.83617,0.40165,0.28292
0.5559,0.82683,0.83717,0.36383,0.495
0.5884,0.81883,0.81995,0.18599,0.41414
0.61251,0.85822,0.85635,0.34918,0.33977
0.57188,0.86103,0.86975,0.43301,0.0038342
0.60379,0.8115,0.80897,0.086791,0.31847
0.4112,0.78986,0.83625,0.38574,0.37129
0.40302,0.73351,0.77932,0.47421,0.1145
0.45116,0.77879,0.81406,0.48734,0.28282
0.4717,0.77551,0.80568,0.23665,0.54061
0.41972,0.79757,0.84254,0.29822,0.34593
0.39783,0.79749,0.84798,0.53617,0.51097
0.4198,0.76788,0.81113,0.28535,0.38097
0.3609,0.76655,0.82526,0.66968,0.37079
0.43288,0.69747,0.73328,0.43924,0.2995
0.5168,0.64031,0.65059,0.55753,0.42713
0.43813,0.66974,0.70075,0.36615,0.37512
0.40571,0.71183,0.75476,0.53115,0.46494
0.44801,0.69856,0.72872,0.41686,0.45062
0.36,0.6769,0.72967,0.59615,0.3481
0.25908,0.68311,0.76142,0.57749,0.32025
0.29956,0.63265,0.69641,0.56567,0.376
0.31073,0.63753,0.70077,0.40158,0.58117
0.31732,0.66695,0.73062,0.61186,0.35051
0.35981,0.63994,0.69177,0.51938,0.42641
0.24612,0.59351,0.67193,0.4774,0.45731
0.49306,0.54828,0.55971,0.78614,0.45196
0.45379,0.57052,0.59218,0.62066,0.55209
0.54187,0.61729,0.61872,0.62346,0.38128
0.41545,0.65022,0.68808,0.63001,0.59042
0.35356,0.56252,0.61088,0.69242,0.40942
0.3067,0.57155,0.63265,0.66176,0.49052
0.52389,0.82393,0.84199,0.67638,0.49336
0.7335,0.95168,0.92168,0.51563,0.62537
0.85244,0.93586,0.87137,0.77259,0.48447
0.75553,0.94244,0.90584,0.60742,0.5709
0.31283,0.43897,0.49201,0.69793,0.60813
0.107,0.43173,0.53358,0.85286,0.46298
0.22096,0.36922,0.43589,0.72457,0.65894
0.34245,0.37536,0.41257,0.66469,0.63036
0.4171,0.47671,0.50247,0.63968,0.39762
0.29066,0.51172,0.57162,0.77138,0.69834
0.22568,0.44326,0.51573,0.75451,0.69853
0.27903,0.39175,0.44831,0.69215,0.69973
0.27535,0.37631,0.43383,0.84412,0.65937
0.38167,0.33232,0.36216,0.74608,0.72055
0.48851,0.29309,0.29507,0.90357,0.50923
0.39083,0.39477,0.42451,0.87864,0.55011
0.37671,0.41506,0.44817,0.5524,0.57048
