0.12991;0.22446;0.1816;0.06153;0.029818
0.32744;0.37781;0.19788;0.14884;0.2048
0.34881;0.65946;0.17183;0.34267;0.55475
0.40926;0.7474;0.25087;0.42077;0.68424
0.60635;0.62427;0.45772;0.37794;0.52884
0.70693;0.42728;0.57767;0.28191;0.26599
0.50563;0.26803;0.50847;0.23259;0.097633
0.22101;0.19958;0.34678;0.16581;0.027892
0.24596;0.28729;0.2562;0.14029;0.12287
0.45869;0.53642;0.25672;0.28845;0.41787
0.57904;0.64835;0.34548;0.3718;0.55481
0.7306;0.55832;0.50563;0.33822;0.44417
0.81003;0.40236;0.64986;0.26816;0.2471
0.73424;0.28155;0.71729;0.24825;0.11438
0.55675;0.20731;0.64576;0.29039;0.080412
0.3844;0.16254;0.50543;0.26515;0.05019
0.27009;0.14695;0.41055;0.29402;0.058208
0.19854;0.14242;0.37179;0.341;0.060794
0.093074;0.16885;0.27019;0.22874;0.034285
0.096261;0.21208;0.19603;0.19908;0.066569
0.16049;0.22198;0.19476;0.2852;0.09819
0.1758;0.20647;0.19767;0.28844;0.070339
0.15737;0.20105;0.13945;0.28832;0.074429
0.14182;0.19647;0.049593;0.31955;0.11047
0.14705;0.16313;0.065945;0.26378;0.069626
0.13947;0.14299;0.076668;0.27755;0.045817
0.078235;0.15252;0.091944;0.25833;0.022584
0.077845;0.1865;0.13388;0.13489;0.024879
0.26013;0.26254;0.2289;0.15081;0.10711
0.34374;0.30028;0.2636;0.24696;0.15701
0.30924;0.27002;0.25279;0.3256;0.12834
0.2433;0.25008;0.20718;0.32673;0.086862
0.15172;0.2508;0.1173;0.2818;0.075388
0.12504;0.26284;0.077604;0.27417;0.097235
0.1458;0.27504;0.058246;0.28559;0.10308
0.15077;0.27447;0.087722;0.26628;0.068409
0.15103;0.26155;0.15504;0.28162;0.048895
0.11567;0.24154;0.22061;0.22038;0.021951
0.20793;0.23579;0.30489;0.16039;0.040639
0.52361;0.35915;0.36811;0.24477;0.2347
0.70228;0.48185;0.42856;0.33873;0.40007
0.8068;0.3944;0.59219;0.31795;0.28256
0.68802;0.25507;0.65295;0.29788;0.10752
0.4354;0.19334;0.54493;0.32769;0.064346
0.28755;0.1694;0.4305;0.33974;0.063532
0.23542;0.15476;0.37787;0.27219;0.04494
0.29297;0.16114;0.39962;0.25288;0.054972
0.3449;0.16997;0.42674;0.29944;0.072896
0.32864;0.16411;0.45266;0.28545;0.046232
0.31178;0.17143;0.44774;0.29325;0.048221
0.31518;0.18409;0.44742;0.29059;0.057795
0.3497;0.19264;0.4641;0.32014;0.073961
0.34367;0.1792;0.46095;0.40052;0.088665
0.32566;0.15529;0.39603;0.49716;0.10325
0.31083;0.11463;0.36143;0.59034;0.10509
0.26498;0.087049;0.38316;0.63109;0.083302
0.19002;0.10589;0.31837;0.57902;0.074275
0.13843;0.13543;0.27069;0.45943;0.069978
0.15165;0.16902;0.25042;0.42673;0.087792
0.16007;0.17456;0.24541;0.37918;0.067124
0.15637;0.17734;0.24458;0.33663;0.060263
0.16667;0.19191;0.20572;0.3602;0.091352
0.17583;0.18606;0.19292;0.3571;0.079002
0.16831;0.16826;0.25675;0.32352;0.045594
0.14093;0.17088;0.28014;0.30122;0.045531
0.12596;0.19178;0.27331;0.29829;0.077559
0.15166;0.2282;0.26355;0.36165;0.12706
0.2053;0.23913;0.23411;0.38934;0.12787
0.24295;0.23565;0.21705;0.40913;0.11649
0.2319;0.22818;0.21953;0.42217;0.08976
0.18843;0.23755;0.20634;0.44631;0.068707
0.11286;0.26233;0.17517;0.40218;0.058459
0.065959;0.25864;0.14378;0.30687;0.040956
0.086352;0.23043;0.15193;0.23748;0.032703
0.22518;0.22111;0.28469;0.22111;0.054342
0.38037;0.23168;0.42394;0.29049;0.082698
0.38108;0.20616;0.49487;0.3991;0.087109
0.33635;0.17082;0.45877;0.48747;0.088737
0.26751;0.12858;0.38381;0.51976;0.088875
0.23651;0.091206;0.34808;0.55877;0.085611
0.21816;0.065121;0.36096;0.61006;0.073366
0.14899;0.067296;0.35639;0.52887;0.046372
0.12661;0.076991;0.39778;0.40967;0.034674
0.20731;0.089764;0.49041;0.33087;0.037633
0.2952;0.10465;0.57664;0.32063;0.05078
0.34075;0.11282;0.65237;0.33164;0.050959
0.45959;0.18872;0.69786;0.31562;0.089065
0.58175;0.33258;0.65407;0.35901;0.20579
