-0.18345;-0.18613;0.43856;-0.99389
-0.13667;-0.19895;0.45562;-0.99695
-0.090563;-0.21101;0.044255;-0.99899
-0.045322;-0.22227;0.45239;-1
-0.0011228;-0.2327;0.50169;-0.99998
0.041857;-0.24225;0.54193;-0.99894
0.083445;-0.2509;0.58274;-0.99688
0.12347;-0.25864;0.56227;-0.99382
0.16178;-0.26545;0.58187;-0.98977
0.19822;-0.27132;0.59983;-0.98473
0.23264;-0.27626;0.72031;-0.97874
0.2649;-0.28027;0.61782;-0.97181
0.29488;-0.28336;0.6358;-0.96397
0.32246;-0.28555;0.67398;-0.95525
0.34755;-0.28685;0.69275;-0.94567
0.37005;-0.28731;0.74568;-0.93527
0.38988;-0.28694;0.72071;-0.92409
0.40698;-0.28579;0.70028;-0.91217
0.42129;-0.28389;0.32219;-0.89955
0.43279;-0.2813;0.42197;-0.88628
0.44143;-0.27805;0.26574;-0.87239
0.44722;-0.27421;0.22175;-0.85795
0.45016;-0.26982;0.27144;-0.843
0.45027;-0.26494;0.32799;-0.82759
0.44757;-0.25963;0.028523;-0.81177
0.4421;-0.25395;0.27382;-0.79559
0.43394;-0.24797;0.23111;-0.77911
0.42314;-0.24173;0.28307;-0.76237
0.40978;-0.23531;0.30953;-0.74543
0.39395;-0.22876;0.36431;-0.72835
0.37577;-0.22215;0.41254;-0.71115
0.35532;-0.21554;0.39316;-0.69391
0.33275;-0.20898;0.30357;-0.67666
0.30816;-0.20253;0.42041;-0.65945
0.2817;-0.19626;0.37284;-0.64233
0.2535;-0.1902;0.43524;-0.62533
0.22371;-0.18443;0.046662;-0.6085
0.19248;-0.17897;0.3647;-0.59188
0.15996;-0.17389;0.034319;-0.57551
0.12629;-0.16921;0.36418;-0.55941
0.091643;-0.165;0.033015;-0.54362
0.056159;-0.16127;0.38207;-0.52818
0.019994;-0.15807;0.40308;-0.51311
-0.016701;-0.15543;0.55664;-0.49842
-0.053779;-0.15336;0.13089;-0.48416
-0.091095;-0.15191;0.18573;-0.47033
-0.12851;-0.15108;0.071206;-0.45694
-0.16589;-0.15089;0.27333;-0.44402
-0.20311;-0.15135;0.27333;-0.43156
-0.24004;-0.15246;0.0047527;-0.41957
-0.27657;-0.15423;-0.0054564;-0.40806
-0.31259;-0.15666;-0.090626;-0.39701
-0.348;-0.15973;0.089534;-0.38642
-0.3827;-0.16342;0.18341;-0.37629
-0.41663;-0.16774;0.26193;-0.36658
-0.44968;-0.17263;0.39075;-0.3573
-0.48181;-0.17809;0.30235;-0.34842
-0.51294;-0.18406;0.30117;-0.3399
-0.54303;-0.19052;0.020615;-0.33174
-0.57204;-0.19742;0.16853;-0.3239
-0.59991;-0.20471;0.090615;-0.31634
-0.62663;-0.21232;0.0038294;-0.30904
-0.65218;-0.22022;0.0053011;-0.30196
-0.67653;-0.22832;-0.034985;-0.29507
-0.69969;-0.23657;0.020423;-0.28833
-0.72164;-0.2449;0.083256;-0.28171
-0.74239;-0.25324;0;-0.27516
-0.76195;-0.26151;0.1748;-0.26866
-0.78034;-0.26965;0.23166;-0.26217
-0.79756;-0.27759;0.28441;-0.25565
-0.81366;-0.28525;0.27237;-0.24906
-0.82865;-0.29256;0.28735;-0.24238
-0.84256;-0.29946;0.31628;-0.23557
-0.85543;-0.30589;0.031619;-0.2286
-0.8673;-0.31178;0.34342;-0.22144
-0.8782;-0.31708;0.29972;-0.21406
-0.88819;-0.32174;0.24374;-0.20643
-0.89729;-0.32571;0.34798;-0.19854
-0.90556;-0.32895;0.40017;-0.19035
-0.91305;-0.33142;0.44911;-0.18186
-0.9198;-0.3331;0.053868;-0.17305
-0.92585;-0.33397;0.28357;-0.1639
-0.93127;-0.33399;0.24871;-0.15441
-0.93608;-0.33318;0.31089;-0.14456
-0.94035;-0.33151;0.39833;-0.13437
-0.94411;-0.329;0.33753;-0.12382
-0.94742;-0.32565;0.27832;-0.11293
-0.95031;-0.32147;0;-0.10171
-0.95283;-0.31649;-0.34844;-0.090162
-0.95502;-0.31072;-0.02442;-0.078317
-0.95693;-0.3042;0.018985;-0.066193
-0.95858;-0.29696;0.13065;-0.053816
-0.96001;-0.28904;0.26305;-0.041214
-0.96127;-0.28047;0.38605;-0.028422
-0.96238;-0.27131;0.035137;-0.015474
-0.96336;-0.26161;0.37141;-0.0024085
-0.96426;-0.2514;0.3049;0.010734
-0.96509;-0.24074;0.34501;0.023911
-0.96587;-0.2297;0.23567;0.037079
-0.96663;-0.21831;0.34809;0.050192
-0.96739;-0.20664;0.35376;0.063207
-0.96816;-0.19473;0.32014;0.076076
-0.96896;-0.18266;0.34781;0.088754
-0.9698;-0.17047;0.17087;0.1012
-0.97068;-0.15821;-0.22039;0.11336
-0.97162;-0.14595;0.053861;0.12519
-0.97262;-0.13373;0;0.13667
-0.97369;-0.12162;-0;0.14774
-0.97482;-0.10966;-0;0.15837
-0.97601;-0.097899;-0.07466;0.16852
-0.97726;-0.086397;-0.28119;0.17816
-0.97856;-0.075201;-0.29594;0.18727
-0.97992;-0.064357;-0.35932;0.19582
-0.98131;-0.053913;-0.27662;0.20378
-0.98274;-0.043913;-0.2796;0.21114
-0.98419;-0.034402;-0.26032;0.21788
-0.98565;-0.02542;-0.020137;0.224
-0.98711;-0.017006;-0.28686;0.22947
-0.98855;-0.009197;-0.43563;0.23431
-0.98996;-0.0020258;-0.34834;0.23851
-0.99133;0.0044772;-0.56482;0.24208
-0.99265;0.010286;-0.69792;0.24503
-0.99389;0.015377;-0.37401;0.24737
-0.99506;0.019732;-0.39266;0.24912
-0.99612;0.023339;-0.41458;0.25031
-0.99708;0.026189;-0.60112;0.25096
-0.99793;0.028277;-0.43972;0.2511
-0.99864;0.029608;-0.053868;0.25077
-0.99921;0.030188;-0.4013;0.25
-0.99963;0.030032;-0.4214;0.24884
-0.9999;0.029159;-0.45301;0.24732
-1;0.027595;-0.40633;0.24548
-0.99994;0.025369;-0.48027;0.24338
-0.9997;0.022519;-0.40325;0.24106
-0.99929;0.019086;-0.44686;0.23856
-0.9987;0.015117;-0.036659;0.23593
-0.99794;0.010664;-0.13641;0.23322
-0.99701;0.0057815;-0.18434;0.23048
-0.9959;0.00053032;-0.24146;0.22774
-0.99463;-0.0050263;-0.24719;0.22505
-0.9932;-0.010822;-0.2221;0.22246
-0.99161;-0.016787;-0.041646;0.21999
-0.98988;-0.022851;-0.12741;0.21768
-0.98801;-0.028939;-0.14724;0.21558
-0.98602;-0.034979;-0.22039;0.2137
-0.98391;-0.040896;-0.17149;0.21207
-0.98171;-0.046614;-0.20067;0.21073
-0.97941;-0.052061;-0.22365;0.20968
-0.97705;-0.057161;-0.30979;0.20895
-0.97463;-0.061845;-0.40852;0.20855
-0.97217;-0.066041;-0.31859;0.2085
-0.96968;-0.069682;-0.021436;0.20879
-0.96719;-0.072703;-0.22165;0.20943
-0.9647;-0.075041;-0.013066;0.21043
-0.96224;-0.076639;-0.01942;0.21178
-0.95981;-0.07744;-0.21824;0.21347
-0.95743;-0.077393;-0.11633;0.2155
-0.95513;-0.076449;-0.042905;0.21785
-0.9529;-0.074566;0.091462;0.2205
-0.95077;-0.071704;0.0040215;0.22345
-0.94874;-0.067827;-0.09122;0.22666
-0.94682;-0.062905;-0.0037536;0.23012
-0.94503;-0.056911;-0.066084;0.2338
-0.94337;-0.049823;-0;0.23767
-0.94185;-0.041623;0;0.2417
-0.94048;-0.032298;-0.0077837;0.24586
-0.93925;-0.02184;-0.008037;0.25012
-0.93816;-0.010242;-0.1025;0.25444
-0.93723;0.0024941;-0.058555;0.25879
-0.93644;0.016365;-0.75814;0.26313
-0.9358;0.031363;-1;0.26742
-0.93529;0.047476;-0.95183;0.27163
-0.93492;0.064687;-0.56912;0.27571
-0.93467;0.082975;-0.8125;0.27964
-0.93453;0.10232;-0.77791;0.28336
-0.9345;0.12268;-0.63105;0.28684
-0.93455;0.14404;-0.060978;0.29005
-0.93467;0.16635;-0.4048;0.29294
-0.93485;0.18957;-0.24873;0.29549
-0.93506;0.21366;-0.11066;0.29764
-0.93528;0.23857;-0.016432;0.29937
