18.794;18.842
18.2;19.056
17.915;18.961
17.724;18.771
17.915;18.461
18.2;18.366
17.891;18.247
17.772;18.414
18.105;18.58
18.033;18.557
18.39;18.723
18.699;18.937
18.985;19.175
18.699;18.699
18.129;19.151
18.747;18.438
18.889;18.176
18.818;18.224
19.318;18.319
19.032;18.675
18.842;18.818
18.557;18.414
18.414;18.628
19.246;18.794
19.603;18.842
19.46;19.436
18.414;19.555
18.889;18.889
19.08;18.699
19.056;18.747
18.39;18.652
18.985;18.771
18.889;18.842
19.032;19.032
19.246;19.08
19.579;19.103
19.246;19.199
19.103;19.199
19.294;19.008
18.985;19.555
18.985;19.27
19.484;18.937
19.841;18.913
19.151;19.103
19.389;19.103
19.151;19.294
19.127;19.175
19.318;19.318
19.698;19.151
19.841;19.532
19.841;19.389
19.103;19.484
19.674;19.341
19.508;19.294
19.365;19.222
19.984;19.246
19.651;19.294
19.841;19.532
19.936;19.508
20.031;19.674
19.817;19.318
19.793;19.246
19.746;19.389
20.055;19.674
19.27;19.579
18.675;19.603
19.222;19.365
18.985;19.365
19.888;19.46
18.842;19.674
19.579;19.674
19.77;19.651
19.603;19.508
19.365;19.484
20.341;19.318
20.15;19.651
18.438;19.96
17.819;19.746
17.796;19.651
16.939;19.627
18.414;19.532
19.984;19.627
18.818;19.674
17.415;19.555
17.249;19.27
17.986;19.056
18.129;18.937
18.628;19.103
19.318;19.246
17.249;19.151
16.749;18.723
16.63;17.962
17.748;17.772
17.534;18.247
17.986;18.485
18.39;18.604
16.701;18.652
16.677;18.438
16.868;18.675
17.177;18.866
18.39;19.032
17.106;18.557
16.392;18.2
16.201;17.701
15.605;17.51
15.891;17.629
15.939;17.796
16.272;17.867
15.891;17.32
16.177;16.868
15.963;16.844
16.01;17.225
16.558;17.486
17.439;17.463
16.439;17.534
16.082;17.391
16.701;16.844
16.392;16.773
16.296;16.725
15.963;16.511
16.01;16.487
16.01;16.558
16.058;16.392
15.939;16.654
16.368;17.391
17.486;17.082
16.415;17.177
16.106;17.415
15.867;16.368
15.748;16.32
15.843;16.368
15.772;16.344
15.557;16.487
15.652;16.463
15.509;16.272
15.652;16.32
15.581;16.463
16.082;16.677
16.368;16.654
16.034;16.773
15.939;16.749
15.724;16.534
15.819;16.392
15.796;16.32
15.7;16.249
16.296;16.106
15.939;16.177
15.963;16.272
15.939;16.368
15.963;16.582
16.106;17.296
16.558;16.939
16.058;16.987
15.796;16.439
15.7;16.153
15.485;16.201
15.39;16.177
15.414;16.177
15.27;16.368
15.557;16.344
15.461;16.439
15.676;16.558
15.796;17.225
16.701;16.606
16.034;16.487
16.082;16.725
16.249;16.701
16.654;16.415
16.582;16.296
17.082;16.32
17.034;16.32
16.654;16.439
16.415;16.415
16.415;17.391
16.463;17.106
16.582;18.652
18.509;17.819
16.796;17.724
17.106;16.868
17.772;16.773
18.01;16.915
18.628;16.915
18.889;17.225
18.057;17.13
17.748;17.225
17.344;17.415
17.177;17.058
17.344;18.557
17.701;18.675
17.582;17.962
18.129;18.2
18.39;17.225
18.414;17.558
18.247;17.629
18.224;17.915
18.461;17.915
18.414;18.081
18.224;18.152
18.224;18.2
18.2;19.008
18.366;19.841
18.675;18.438
17.938;19.579
17.677;18.081
17.962;18.461
17.344;18.39
17.463;18.319
17.32;18.414
17.653;18.699
17.32;18.794
17.51;18.794
17.867;18.366
17.915;18.889
18.461;18.699
17.463;18.652
17.463;18.461
16.392;18.247
15.939;18.2
16.32;18.224
16.677;18.033
16.725;18.271
17.153;18.485
17.344;18.438
17.701;18.39
17.962;19.651
18.343;19.532
17.249;19.532
16.32;19.08
16.225;18.533
16.463;18.057
15.843;17.701
16.725;17.748
16.368;18.58
16.368;18.461
16.582;18.58
16.796;18.438
17.082;19.199
17.772;19.27
18.414;19.103
16.654;19.008
16.677;18.057
17.296;17.629
16.392;17.415
16.272;17.701
16.677;17.582
16.511;18.01
16.701;17.938
16.963;18.414
16.987;17.796
17.153;18.39
17.724;18.699
17.011;19.508
17.225;17.796
17.51;17.748
17.891;17.463
18.081;17.51
18.129;17.653
17.558;17.962
17.843;18.081
17.724;17.724
17.724;17.701
17.772;18.366
18.081;18.319
17.867;18.723
17.843;18.58
18.675;18.224
18.081;18.224
17.558;18.129
18.366;18.343
17.605;18.176
18.271;18.366
18.081;18.366
18.105;18.39
18.247;18.247
18.247;19.08
18.414;19.127
18.366;19.151
18.628;18.39
19.341;18.604
20.103;18.604
19.984;18.485
19.627;18.58
19.294;18.889
18.985;18.604
18.889;18.604
18.842;18.747
18.889;19.627
19.08;19.127
18.794;19.175
20.007;19.08
20.46;19.127
20.698;19.746
21.103;19.555
21.032;19.484
20.817;19.508
20.841;19.698
20.269;19.294
20.15;19.08
20.031;19.175
20.555;20.031
21.032;19.651
20.65;20.198
21.008;19.888
21.413;20.007
21.127;20.007
21.413;19.984
21.223;20.507
20.96;19.841
20.46;19.579
20.507;20.079
20.674;20.388
20.198;20.436
20.936;19.912
20.317;20.365
21.246;20.341
21.127;20.555
21.103;20.674
20.865;20.65
20.913;20.65
21.127;20.674
21.199;20.65
21.223;20.579
21.246;20.627
21.223;20.722
21.318;20.77
21.27;20.984
21.318;20.865
21.366;21.127
21.557;21.079
21.939;21.056
21.867;21.103
21.724;20.984
21.604;20.865
21.294;20.841
21.485;20.96
21.604;20.889
21.628;21.032
21.581;20.913
21.557;21.127
21.795;21.223
22.369;21.318
21.963;21.533
21.223;21.413
21.724;21.27
22.13;21.294
21.987;21.366
22.011;21.342
21.987;21.342
21.939;21.342
21.963;21.437
21.987;21.485
22.13;21.509
21.533;21.604
21.485;21.676
21.987;21.533
22.034;21.557
22.226;21.628
21.867;21.485
21.819;21.461
22.154;21.581
22.106;21.533
22.154;21.533
22.011;21.604
22.13;21.748
21.939;21.724
22.034;21.843
21.963;21.867
22.13;21.819
22.25;21.867
22.106;21.795
22.202;21.891
22.226;21.867
22.154;21.915
22.154;21.867
22.13;21.867
22.13;21.963
21.915;21.891
21.891;21.987
21.772;21.987
21.557;21.987
22.13;21.891
22.154;21.891
22.154;21.891
22.154;21.867
22.274;21.915
22.011;21.915
22.25;21.915
21.056;21.963
18.985;22.034
19.27;22.13
17.962;22.13
18.343;21.843
18.319;22.082
19.698;22.106
20.913;22.178
20.317;22.13
17.724;22.082
17.962;22.106
18.985;21.056
19.603;21.175
17.701;21.079
17.439;20.055
16.987;19.27
17.32;19.413
18.343;19.936
18.366;20.198
18.889;20.317
20.984;20.817
17.891;20.889
17.296;21.127
17.701;20.841
19.08;20.365
16.844;20.246
15.986;19.579
15.891;19.008
15.963;18.176
16.606;17.748
17.463;18.557
17.153;18.533
18.818;18.747
16.487;17.677
16.296;17.843
16.368;17.344
17.201;17.32
16.153;17.439
15.605;17.415
15.748;17.486
15.819;17.082
16.129;16.987
17.772;17.106
17.439;17.653
18.461;17.558
16.177;17.391
15.843;17.344
16.034;17.486
16.368;17.201
16.344;17.034
15.796;17.225
16.463;16.82
18.176;16.344
18.533;16.487
18.913;16.487
19.008;16.677
17.034;16.773
17.748;16.796
17.32;16.796
17.391;16.987
18.057;17.439
18.343;17.463
16.63;17.32
16.558;17.629
17.058;17.177
17.439;16.749
18.366;17.034
18.057;17.368
18.461;17.368
19.555;17.249
17.463;17.177
17.296;17.986
17.153;18.247
19.413;18.461
18.557;18.461
16.82;17.701
17.796;17.748
18.557;17.225
18.913;16.915
19.199;17.058
18.913;17.534
18.771;18.129
18.604;18.176
18.604;18.604
19.032;18.675
19.103;18.652
20.746;18.176
17.653;18.2
18.152;18.842
18.438;18.105
19.151;17.486
19.555;17.748
19.27;18.461
19.841;18.699
19.698;18.343
18.794;18.129
20.198;18.129
21.39;18.723
21.056;18.747
18.057;18.366
18.081;18.105
18.723;18.485
19.46;18.271
19.96;18.652
20.174;18.461
19.674;18.771
19.555;18.628
19.936;18.485
18.319;18.771
19.318;19.27
18.081;19.341
19.175;19.199
18.247;18.557
18.842;18.509
19.08;18.628
19.579;18.699
20.031;18.699
19.674;18.985
19.008;19.103
18.675;18.771
18.961;18.699
18.889;19.222
18.866;19.603
20.365;19.46
19.032;18.747
19.27;19.365
19.246;18.889
19.627;18.747
19.936;18.771
19.841;19.127
19.865;18.937
19.865;19.103
19.413;19.484
19.294;19.603
19.151;19.175
19.151;19.888
20.126;19.579
19.222;18.985
19.579;19.08
19.555;19.389
19.936;19.365
20.246;19.199
19.888;19.365
20.15;19.436
19.77;19.436
19.651;19.27
19.603;19.603
19.651;19.532
20.174;19.936
19.984;19.984
19.698;20.365
20.126;19.746
19.579;19.627
19.508;19.722
20.031;19.674
19.865;19.912
19.722;20.031
19.96;20.507
19.984;20.055
20.079;19.888
20.055;20.77
20.412;19.96
20.031;20.15
20.007;20.579
19.936;19.984
19.817;19.96
19.793;20.007
20.126;20.031
20.031;20.174
20.246;20.507
20.412;20.15
20.246;20.031
20.531;20.198
20.269;20.627
19.96;20.555
18.604;20.674
19.222;20.269
18.818;20.555
18.319;20.436
18.224;20.269
18.343;20.817
19.008;20.46
19.436;20.603
19.413;20.46
19.746;20.984
20.341;20.865
19.389;20.77
19.103;20.841
18.937;20.388
18.343;20.341
17.629;20.174
17.653;19.817
18.461;20.007
18.057;20.15
19.341;20.198
18.866;20.126
19.555;20.246
19.77;20.817
19.508;20.841
17.368;20.722
16.487;19.746
16.32;20.055
16.725;19.008
15.867;17.962
16.534;17.819
16.558;19.056
16.654;20.055
17.082;19.77
17.391;20.817
18.652;20.246
19.96;20.031
17.843;20.269
17.153;18.224
16.415;18.913
16.725;18.176
16.129;17.867
16.677;17.772
16.582;17.891
16.392;18.2
16.63;18.818
16.844;18.033
17.629;18.818
19.199;18.628
17.296;18.723
16.487;19.008
16.177;17.605
