0.44132,0.26816,0.25393,0.616,0.046861,0.24418,0.13624
0.25744,0.35383,0.13844,0.50836,0.031568,0.1444,0.23687
0.61555,0.51456,0.019775,0.35718,0.052526,0.027141,0.25684
0.77783,0.59531,0.012265,0.37877,0.18903,0.014501,0.46783
0.35204,0.69437,0.15532,0.40118,0.49305,0.14549,0.56378
0.34101,0.4098,0.51197,0.78641,0.79191,0.41564,0.72491
0.1205,0.53364,0.70926,0.57389,0.63406,0.70569,0.59451
0.10082,0.51079,0.5535,0.52837,0.4775,0.53544,0.46504
0.16108,0.59558,0.27557,0.58929,0.38126,0.26061,0.42402
0.43818,0.64073,0.15462,0.45322,0.2424,0.13535,0.39905
0.4786,0.50883,0.18727,0.40664,0.12498,0.16693,0.32825
0.49319,0.31747,0.31764,0.30855,0.071512,0.288,0.22719
0.4779,0.065873,0.26637,0.80657,0.10255,0.25884,0.11952
0.41951,0.19176,0.12874,0.76997,0.10436,0.1343,0.16754
0.58314,0.22719,0.055252,0.70289,0.10915,0.060113,0.35641
0.52467,0.58518,0.08598,0.37747,0.24795,0.080197,0.5543
0.57607,0.58736,0.21181,0.51469,0.46162,0.18446,0.68524
0.33172,0.52918,0.51596,0.50085,0.7843,0.42388,0.57798
0.18012,0.43649,0.74187,0.35667,0.71626,0.71399,0.61692
0.097361,0.65672,0.527,0.34374,0.58615,0.51488,0.58125
0.36974,0.53663,0.22854,0.36371,0.4482,0.21195,0.50972
0.41209,0.55539,0.10963,0.37188,0.36256,0.090644,0.39914
0.41698,0.51176,0.20562,0.20367,0.20855,0.18429,0.38829
0.48344,0.42632,0.33733,0.39459,0.11004,0.30351,0.22264
0.31502,0.26624,0.2809,0.36515,0.10387,0.27475,0.14521
0.31761,0.20969,0.16453,0.44041,0.096435,0.16885,0.24787
0.58024,0.47813,0.088348,0.50065,0.073137,0.094388,0.30149
0.60516,0.68484,0.051018,0.25076,0.156,0.050183,0.53866
0.4035,0.8107,0.243,0.35822,0.47369,0.20572,0.6584
0.39474,0.49728,0.61292,0.41892,0.86925,0.5222,0.61104
0.26863,0.54918,0.73955,0.4906,0.7596,0.71469,0.57647
0.23994,0.71482,0.56247,0.35731,0.54879,0.55681,0.54071
0.37906,0.66263,0.25022,0.30964,0.43965,0.23857,0.52385
0.46218,0.6813,0.12318,0.22571,0.33265,0.10496,0.32837
0.71316,0.41498,0.15211,0.33096,0.18315,0.13401,0.30194
0.45381,0.28287,0.33463,0.43089,0.094032,0.30664,0.22076
0.35085,0.26736,0.26239,0.60528,0.048286,0.254,0.26008
0.28113,0.40636,0.14795,0.63123,0,0.1523,0.22688
0.34905,0.48786,0.093867,0.41573,0.025105,0.10252,0.34381
0.54947,0.65852,0.063402,0.42585,0.13753,0.066529,0.4303
0.51077,0.58577,0.18207,0.53712,0.42474,0.16968,0.69548
0.31477,0.53298,0.53069,0.55704,0.78833,0.42483,0.62511
0.18441,0.37784,0.76647,0.70661,0.61941,0.75675,0.49877
0.17901,0.75186,0.47998,0.55244,0.43484,0.46561,0.55301
0.36247,0.72763,0.25659,0.53373,0.36129,0.24358,0.37303
0.48084,0.52562,0.12886,0.63084,0.28392,0.11784,0.33804
0.54763,0.42087,0.18649,0.42277,0.16498,0.1601,0.32445
0.51186,0.21389,0.25724,0.62487,0.1007,0.23519,0.21446
0.32825,0.27209,0.23796,0.65147,0.06769,0.23471,0.20763
0.31308,0.30726,0.1928,0.60362,0.076166,0.19444,0.24633
0.58929,0.22227,0.090068,0.73088,0.13563,0.095604,0.26297
0.65422,0.49154,0.08296,0.61697,0.23835,0.079888,0.51664
0.51232,0.71505,0.25514,0.45224,0.58243,0.21177,0.69967
0.41804,0.53315,0.57662,0.5913,0.66904,0.48442,0.5652
0.21132,0.3774,0.86896,0.46845,0.68456,0.84819,0.53285
0.19195,0.68502,0.63633,0.47305,0.53987,0.62206,0.50318
0.49698,0.57944,0.28623,0.5835,0.38387,0.2746,0.44921
0.61075,0.5719,0.11159,0.36914,0.27641,0.093003,0.39262
0.51005,0.45179,0.12779,0.37671,0.16258,0.10308,0.37501
0.4682,0.21731,0.28269,0.64818,0.10475,0.25414,0.28937
0.34432,0.26981,0.24453,0.50481,0.10151,0.24055,0.24325
0.37681,0.28361,0.12178,0.55792,0.097631,0.1261,0.17563
0.45941,0.3184,0.073632,0.53516,0.12281,0.080938,0.31169
0.50089,0.51147,0.032391,0.45893,0.21315,0.036093,0.51331
0.44289,0.60273,0.20914,0.39252,0.57582,0.18449,0.64472
0.37912,0.49219,0.62334,0.59458,0.78305,0.53479,0.50746
0.19238,0.51919,0.8779,0.44438,0.63634,0.86242,0.47749
0.17758,0.75775,0.56002,0.26575,0.59907,0.55937,0.39314
0.29888,0.70068,0.26026,0.36837,0.49949,0.2519,0.42931
0.63532,0.51848,0.080217,0.60104,0.33074,0.064122,0.33796
0.47394,0.60025,0.10798,0.46486,0.1937,0.093176,0.32959
0.48809,0.24377,0.21769,0.37291,0.11483,0.18925,0.27158
0.25268,0.38583,0.27997,0.49412,0.079237,0.27083,0.19273
0.27165,0.23706,0.13012,0.45907,0.049647,0.13926,0.25825
0.55561,0.35798,0.053168,0.57829,0.061922,0.058796,0.3093
0.56551,0.65632,0.054783,0.46167,0.1481,0.057946,0.55052
0.52051,0.61702,0.1622,0.40586,0.55599,0.14966,0.56737
0.44844,0.5642,0.58473,0.51424,0.77939,0.47496,0.51984
0.27117,0.48397,1,0.69081,0.6049,1,0.54131
0.31685,0.75637,0.60287,0.60457,0.45633,0.59606,0.54312
0.38204,0.6978,0.27733,0.62574,0.30174,0.26684,0.42075
0.67405,0.43714,0.053274,0.57507,0.21642,0.040155,0.35099
0.84989,0.55296,0.093508,0.13654,0.12675,0.069925,0.33422
0.63557,0.27077,0.2604,0.41536,0.088607,0.22386,0.22584
0.46176,0.24774,0.28424,0.74371,0.052482,0.2788,0.11173
0.30563,0.26409,0.15116,0.71581,0.061104,0.16119,0.20134
0.58842,0.25214,0.034455,0.8139,0.11952,0.042882,0.25134
0.79735,0.49061,0.046399,0.56464,0.24502,0.048562,0.49308
0.46526,0.35646,0.20086,0.61719,0.62591,0.16159,0.57777
0.4147,0.62547,0.61102,0.48472,0.82025,0.52681,0.66485
0.46716,0.30473,0.98971,0.4875,0.63507,0.98643,0.49849
0.13568,0.40621,0.56002,0.37114,0.61637,0.55994,0.47368
0.35454,0.50439,0.21511,0.30165,0.52491,0.20181,0.48139
0.53331,0.59771,0.10989,0.23097,0.37687,0.085518,0.3783
0.59786,0.40644,0.11965,0.31815,0.23292,0.097748,0.34372
0.55654,0.41088,0.30804,0.37986,0.14434,0.27773,0.27079
0.42055,0.35214,0.26347,0.28703,0.098887,0.2518,0.29862
0.32259,0.35502,0.13805,0.53126,0.062697,0.14577,0.2351
0.56921,0.35942,0.044376,0.60023,0.098726,0.047585,0.36863
0.53692,0.66222,0.052811,0.117,0.18731,0.054499,0.42509
0.50983,0.57283,0.19018,0.47495,0.51663,0.16801,0.62814
0.34177,0.42431,0.51061,0.53634,0.87233,0.41934,0.64188
0.35146,0.55882,0.79164,0.25404,0.7484,0.76349,0.64826
0.19252,0.63887,0.59969,0.38323,0.64397,0.58468,0.5179
0.23654,0.75547,0.22489,0.12605,0.45048,0.21125,0.42966
0.57269,0.51286,0.099367,0.26687,0.36299,0.077448,0.35276
0.65111,0.56307,0.12236,0.18191,0.26373,0.091848,0.37096
0.59163,0.42534,0.31643,0.23468,0.11935,0.28115,0.24231
0.31422,0.301,0.26788,0.56047,0.079853,0.26067,0.22521
0.22776,0.32658,0.11802,0.60462,0.070945,0.12578,0.20315
0.4389,0.47569,0.050602,0.33746,0.063508,0.057999,0.35171
0.54436,0.52835,0.031069,0.43222,0.1698,0.032431,0.47243
0.55124,0.61478,0.18933,0.25364,0.58463,0.15757,0.61487
0.46603,0.44174,0.54676,0.57976,0.79851,0.46776,0.57671
0.22291,0.56173,0.79797,0.29679,0.62513,0.78371,0.56146
0.20334,0.71961,0.55154,0.20645,0.481,0.54063,0.52042
0.36047,0.63986,0.25097,0.29293,0.43833,0.23369,0.49173
0.47386,0.65481,0.13164,0.19291,0.36071,0.11549,0.35554
0.40364,0.40308,0.21766,0.42101,0.2351,0.19119,0.32648
0.46449,0.50355,0.31236,0.34343,0.12423,0.28082,0.26175
0.37016,0.34296,0.25659,0.49071,0.079814,0.25191,0.19275
0.2792,0.36409,0.11652,0.49565,0.086778,0.12496,0.25775
0.49037,0.36952,0.055575,0.51383,0.07274,0.063183,0.32314
0.53477,0.5989,0.045166,0.29424,0.14606,0.049246,0.4427
0.69422,0.77775,0.15987,0.22057,0.55138,0.14222,0.59629
0.40976,0.556,0.53989,0.39517,0.93484,0.43921,0.59723
0.28989,0.44851,0.73511,0.39349,0.73238,0.71402,0.53516
0.25304,0.83006,0.5448,0.29806,0.56957,0.52673,0.50463
0.44562,0.7388,0.25072,0.21271,0.43033,0.23451,0.38647
0.46455,0.68533,0.13776,0.39582,0.33032,0.11713,0.42476
0.52679,0.34974,0.20748,0.43308,0.21313,0.18221,0.25787
0.42491,0.46397,0.36147,0.32286,0.10156,0.32844,0.22498
0.35315,0.26256,0.24811,0.564,0.044896,0.23869,0.15671
0.28279,0.30437,0.11525,0.33069,0.049026,0.11867,0.26108
0.5713,0.41629,0.063272,0.52685,0.059948,0.066776,0.30824
0.51344,0.44064,0.067156,0.44968,0.18348,0.06509,0.48901
0.36899,0.62833,0.17811,0.46988,0.57063,0.16871,0.63498
0.29949,0.53857,0.47366,0.62804,0.82586,0.38334,0.57692
0.30119,0.47853,0.63279,0.42683,0.64418,0.59374,0.63079
0,0.67489,0.58888,0.34948,0.57937,0.56965,0.55253
0.24772,0.68445,0.29132,0.40644,0.4661,0.2717,0.44469
0.30043,0.84428,0.14577,0.24666,0.34529,0.12284,0.36096
0.26499,0.45852,0.22687,0.47371,0.20071,0.20552,0.33967
0.48297,0.43771,0.36957,0.40633,0.11138,0.33778,0.18976
0.26674,0.33414,0.31684,0.34883,0.076151,0.3109,0.13447
0.21297,0.37569,0.17419,0.44656,0.066637,0.1823,0.26684
0.44183,0.35802,0.07956,0.50056,0.090503,0.084874,0.26746
0.45102,0.60224,0.040164,0.35386,0.17795,0.040512,0.4421
0.38829,0.70336,0.18199,0.27962,0.52169,0.16283,0.74055
0.35278,0.48018,0.5397,0.53173,0.79182,0.43892,0.58589
0.13208,0.55764,0.76721,0.4199,0.74973,0.73548,0.64794
0.20143,0.68546,0.5379,0.30086,0.53308,0.52847,0.58806
0.31864,0.63334,0.24842,0.57679,0.45758,0.23123,0.50305
0.33062,0.63417,0.1141,0.43233,0.31372,0.092322,0.37252
0.36678,0.51423,0.17764,0.24018,0.17745,0.15459,0.37995
0.44663,0.17133,0.329,0.57772,0.12047,0.29825,0.19308
0.24495,0.23517,0.30826,0.72095,0.068846,0.30568,0.18146
0.14335,0.49297,0.18265,0.45728,0.02822,0.19169,0.27898
0.46186,0.31716,0.075996,0.59788,0.047144,0.082688,0.28648
0.41548,0.57153,0.036318,0.6399,0.16148,0.03826,0.42915
0.56044,0.74038,0.17327,0.27472,0.54785,0.16339,0.71768
0.41866,0.45549,0.48837,0.48425,0.77275,0.4003,0.66996
0.19317,0.73479,0.70068,0.31123,0.6421,0.66081,0.68722
0.12566,0.72681,0.52385,0.28044,0.58024,0.51563,0.52477
0.29102,0.61949,0.23695,0.33717,0.46219,0.22889,0.41195
0.45656,0.59355,0.15165,0.37284,0.39359,0.13026,0.3109
0.50107,0.55402,0.16573,0.2667,0.2238,0.14505,0.35412
0.36975,0.38952,0.28778,0.37519,0.11911,0.26357,0.25707
0.3285,0.18256,0.25056,0.60181,0.082794,0.24804,0.14797
0.33285,0.36749,0.12266,0.50098,0.067825,0.12852,0.17473
0.4892,0.45872,0.064679,0.35986,0.10454,0.069647,0.30256
0.75317,0.4849,0.071491,0.51461,0.25353,0.065454,0.47342
0.37252,0.55593,0.22926,0.5422,0.60624,0.18287,0.67423
0.18419,0.47576,0.60596,0.59292,0.65916,0.49496,0.60918
0.083608,0.39095,0.83693,0.71712,0.63695,0.81762,0.59913
0.0043828,0.6543,0.58722,0.50126,0.49806,0.57752,0.50553
0.29668,0.73991,0.28303,0.41522,0.43526,0.2675,0.43514
0.44247,0.58173,0.12362,0.44791,0.3364,0.10335,0.32311
0.62976,0.50224,0.17972,0.34502,0.21743,0.1543,0.27501
0.62389,0.44463,0.30113,0.37537,0.096855,0.27119,0.22419
0.4418,0.24823,0.22954,0.49304,0.077459,0.22779,0.19652
0.32939,0.31647,0.10755,0.67368,0.061484,0.11494,0.23554
0.39562,0.36729,0.054053,0.41531,0.057513,0.060467,0.30116
0.69861,0.56858,0.065928,0.32667,0.13133,0.068788,0.49825
0.42334,0.65673,0.19472,0.35128,0.46692,0.18144,0.70206
0.39608,0.52776,0.53042,0.44246,0.94225,0.44337,0.54908
0.22471,0.56903,0.71857,0.35639,0.74957,0.67908,0.51855
0.13696,0.8108,0.5211,0.22365,0.54296,0.51202,0.49332
0.39048,0.62027,0.24615,0.33072,0.42952,0.22921,0.42162
0.46228,0.631,0.10145,0.36675,0.35289,0.085811,0.32862
0.36626,0.41799,0.17981,0.3654,0.2139,0.15957,0.3503
0.38767,0.48224,0.28145,0.40865,0.12744,0.25132,0.14087
0.33493,0.40595,0.2615,0.46845,0.063751,0.25764,0.11408
0.22651,0.17894,0.13882,0.57393,0.075792,0.1477,0.30068
0.45684,0.27886,0.048926,0.541,0.086886,0.056251,0.31947
0.48712,0.4529,0.035907,0.46383,0.20943,0.036551,0.47654
0.59379,0.79037,0.18891,0.27037,0.69053,0.16794,0.65276
0.48023,0.42727,0.49611,0.44258,0.82604,0.41553,0.59557
0.27064,0.43046,0.70139,0.55181,0.71494,0.67547,0.61875
0.24072,0.82667,0.57512,0.038849,0.60084,0.56198,0.5938
0.34089,0.72722,0.2589,0.23478,0.51673,0.24232,0.468
0.38749,0.55958,0.094649,0.47898,0.40554,0.080152,0.37907
0.44083,0.49658,0.14425,0.43211,0.21173,0.12137,0.29256
0.29077,0.33148,0.36091,0.52348,0.10547,0.33396,0.33568
0.3845,0.42348,0.25507,0.35678,0.08302,0.24609,0.13814
0.27407,0.23638,0.14271,0.56221,0.061983,0.14875,0.21206
0.44276,0.55359,0.081657,0.27748,0.087839,0.084038,0.34086
0.49939,0.68039,0.059115,0.28573,0.15056,0.061839,0.45912
0.56442,0.52103,0.14986,0.43632,0.42666,0.13154,0.65311
0.3974,0.58503,0.54714,0.38923,0.76241,0.44138,0.61435
0.14106,0.48849,0.75724,0.63888,0.6273,0.738,0.53685
0.169,0.71628,0.53517,0.30005,0.52174,0.52442,0.4264
0.292,0.58531,0.24032,0.50623,0.4387,0.22799,0.4509
0.42798,0.57024,0.10274,0.39626,0.33634,0.090037,0.40023
0.37388,0.46773,0.21287,0.28196,0.20287,0.19095,0.31086
0.48315,0.3655,0.33205,0.46089,0.11915,0.29888,0.16957
0.31662,0.33277,0.28776,0.48197,0.055768,0.28329,0.29201
0.25303,0.36904,0.13972,0.43742,0.05099,0.1477,0.195
0.51381,0.32187,0.054659,0.54155,0.088162,0.061077,0.27817
0.67656,0.49201,0.068919,0.44894,0.22134,0.070311,0.54836
0.53227,0.79658,0.18863,0.42295,0.58582,0.16477,0.64613
0.29207,0.56606,0.53692,0.68215,0.78841,0.44847,0.58402
0.22392,0.59639,0.82616,0.55636,0.56529,0.80686,0.57531
0.11122,0.60728,0.5312,0.32057,0.49714,0.51743,0.39662
0.20417,0.54669,0.27884,0.99734,0.42282,0.26139,0.44729
0.36877,0.63581,0.17143,0.32685,0.26754,0.15018,0.32683
0.4123,0.56939,0.19033,0.2279,0.13884,0.16679,0.39308
0.48358,0.28019,0.30098,0.45782,0.099706,0.27293,0.18697
0.29849,0.25834,0.28167,0.57627,0.072119,0.27604,0.11594
0.3109,0.3837,0.13928,0.75574,0.075353,0.14535,0.15741
0.41795,0.31906,0.069629,0.78434,0.11224,0.075642,0.24038
0.7171,0.65269,0.071983,0.39895,0.23543,0.07437,0.42231
0.33463,0.57842,0.1839,0.48158,0.55763,0.17041,0.69629
0.47815,0.48486,0.51262,0.3932,0.74705,0.41913,0.66439
0.22364,0.67013,0.67884,0.34859,0.69521,0.66838,0.59478
0.21405,0.60591,0.55526,0.48066,0.55646,0.53842,0.51537
0.2497,0.71773,0.27656,0.47668,0.36285,0.25544,0.39979
0.29802,0.62173,0.18786,0.33264,0.30003,0.17049,0.34307
0.44354,0.3725,0.16805,0.43668,0.17418,0.15038,0.30605
0.43274,0.19731,0.29753,0.61824,0.08881,0.26996,0.25815
0.3526,0.39195,0.25683,0.4848,0.068046,0.2532,0.15912
