0.74462,0.97738,0.9336,0.12985,0.57218
0.68256,0.94571,0.90976,0.074061,0.51096
0.58155,0.96009,0.94887,0.38672,0.83705
0.61197,0.96737,0.94892,0.20381,0.69413
0.62814,0.99641,0.97677,0.098621,0.93699
0.54336,1,1,0.33593,1
0.57516,0.97474,0.96664,0.12046,0.69376
0.62823,0.94761,0.92594,0.17465,0.49016
0.80124,0.96046,0.89902,0.18662,0.60745
0.76421,0.94065,0.89007,0.19486,0.74655
0.85461,0.95504,0.88262,0.17892,0.84858
0.94909,0.98168,0.88056,0.25618,0.58644
0.87252,0.97938,0.89954,0.033531,0.37904
0.70672,0.97053,0.92746,0.12369,0.52249
0.63845,0.96014,0.93503,0.23989,0.69415
0.58108,0.92832,0.91507,0.18251,0.54176
0.57487,0.9185,0.90932,0.25057,0.44482
0.63605,0.92539,0.90244,0.3625,0.4795
0.64441,0.95305,0.92914,0.14946,0.34159
0.62307,0.93468,0.91726,0.092806,0.48902
0.71778,0.88537,0.84832,0.11764,0.79164
0.63342,0.91324,0.89593,0.11354,0.4623
0.72711,0.93195,0.89236,0.25442,0.63231
0.63882,0.90958,0.88897,0.33802,0.40872
0.71516,0.92584,0.88841,0.043609,0.31967
0.6236,0.95501,0.93738,0.16525,0.59521
0.75309,0.9451,0.89359,0.50566,0.30712
0.71078,0.94622,0.90265,0.15048,0.44184
0.79052,0.96407,0.90753,0.24348,0.27763
0.90078,0.97117,0.88705,0.28666,0.63588
0.7973,0.94496,0.88761,0.3119,0.2899
0.92697,0.94342,0.85544,0.22527,0.28537
1,0.99176,0.88595,0.083601,0.48539
0.81154,0.98493,0.92757,0.2086,0.51134
0.75796,0.96921,0.92105,0.20501,0.37513
0.64863,0.9498,0.92848,0.28628,0.48957
0.68322,0.91797,0.88927,0.31387,0.33462
0.71696,0.94468,0.90773,0,0.048265
0.80685,0.96287,0.89967,0.19018,0.35714
0.721,0.93396,0.89264,0.0776,0.34605
0.77444,0.91517,0.85982,0.27661,0.46649
0.82943,0.86361,0.79419,0.46324,0.3742
0.78815,0.88545,0.83012,0.14807,0
0.8181,0.91252,0.849,0.1454,0.36464
0.73158,0.93034,0.88769,0.36038,0.34559
0.59439,0.89151,0.88149,0.3821,0.41261
0.51245,0.91017,0.91706,0.19561,0.17961
0.66518,0.94259,0.91499,0.30327,0.40478
0.72894,0.97155,0.92818,0.15407,0.2268
0.79429,0.98245,0.92344,0.40327,0.44688
0.45173,0.69363,0.7198,0.43793,0.32841
0.37,0.69678,0.73931,0.31702,0.40764
0.2744,0.6963,0.75887,0.4443,0.4238
0.19501,0.65632,0.73346,0.38757,0.43035
0.089676,0.66366,0.76362,0.4242,0.46944
0.21148,0.66564,0.74254,0.39976,0.45311
0.25975,0.6249,0.68905,0.61067,0.53972
0.2862,0.60087,0.65838,0.53365,0.57744
0.3753,0.60923,0.65014,0.62653,0.53934
0.38216,0.67484,0.71485,0.64082,0.52187
0.30352,0.62645,0.68296,0.5569,0.45809
0.34965,0.54146,0.58553,0.62201,0.48398
0.17665,0.59716,0.67917,0.71571,0.65871
0.1392,0.62076,0.71008,0.69689,0.53845
0.20799,0.58656,0.66531,0.68861,0.48753
0.28985,0.54951,0.61258,0.64108,0.66433
0.2945,0.56626,0.62275,0.55124,0.47984
0.23175,0.60628,0.67469,0.62452,0.50363
0.19867,0.62453,0.70385,0.86717,0.74095
0.21378,0.54479,0.62058,0.53164,0.53179
0.12038,0.55489,0.6495,0.70715,0.68895
0.20649,0.47898,0.5576,0.86174,0.46225
0.13336,0.52534,0.61656,0.69751,0.45176
0.18091,0.51629,0.60097,0.60328,0.46588
0.15148,0.58707,0.67706,0.59356,0.53177
0.093628,0.61046,0.70898,0.81294,0.66221
0.071301,0.55088,0.65342,0.67119,0.55132
0.11917,0.59209,0.68653,0.90581,0.56687
0.1102,0.51198,0.60836,0.75731,0.48041
0.28726,0.47426,0.53628,0.84504,0.4003
0.19538,0.46824,0.54681,0.609,0.40754
0.17333,0.49404,0.57829,0.73733,0.49778
0.11822,0.45849,0.55185,0.74007,0.38322
0.12698,0.42747,0.51879,0.7651,0.60356
0,0.46868,0.58664,0.88445,0.68012
0.081971,0.47442,0.57896,0.7531,0.63817
0.11593,0.47462,0.57275,0.72121,0.57451
0.15696,0.50647,0.59456,0.90085,0.6102
0.21064,0.50102,0.58092,0.82289,0.51411
0.19427,0.44645,0.52758,0.79371,0.56075
0.27829,0.41386,0.47639,0.92499,0.4742
0.25107,0.40011,0.47071,0.83146,0.56629
0.37057,0.44782,0.49338,0.75722,0.56644
0.20613,0.47702,0.55569,0.79303,0.60468
0.18498,0.43295,0.51751,0.8472,0.66707
0.20112,0.43194,0.51516,0.87291,0.7483
0.30672,0.68325,0.73868,0.80271,0.48035
0.39076,0.78419,0.81891,0.72978,0.52261
0.46189,0.74184,0.7613,0.88846,0.55257
0.35102,0.69303,0.73577,0.778,0.62852
0.37271,0.31432,0.36429,0.76927,0.51147
0.14354,0.34399,0.43906,0.91626,0.68457
0.28814,0.32641,0.38835,0.75343,0.4058
0.47763,0.30177,0.32672,0.78437,0.5112
0.43892,0.34992,0.38412,0.79735,0.44979
0.27124,0.36335,0.43334,0.86382,0.49553
0.22409,0.35667,0.43662,0.88273,0.42755
0.27829,0.34,0.41078,0.86577,0.59913
0.40326,0.32019,0.36728,0.94132,0.46753
0.60139,0.28691,0.29098,0.85726,0.66362
0.73387,0.28288,0.25696,0.97109,0.46684
0.54448,0.33955,0.35425,0.86774,0.46182
0.46761,0.32983,0.36183,0.66445,0.26419
0.3167,0.31774,0.3788,0.84687,0.42622
0.26003,0.29761,0.37148,0.88908,0.46785
0.1421,0.32209,0.41795,0.85042,0.34655
0.1437,0.26385,0.358,0.98973,0.59429
0.18923,0.22901,0.31306,0.85387,0.35367
0.20377,0.25581,0.34283,0.75083,0.35143
0.28785,0.17841,0.24836,0.80638,0.40701
0.51442,0.12509,0.14602,0.83772,0.47413
0.34557,0.16544,0.22392,0.83888,0.43349
0.47831,0.17973,0.21025,0.81796,0.3525
0.32459,0.22249,0.28413,0.93405,0.57324
0.2286,0.2081,0.28866,0.77264,0.34947
0.067565,0.22781,0.34103,0.9881,0.48073
0.34194,0.15558,0.21523,0.96048,0.56409
0.4142,0.17414,0.21396,0.80095,0.44594
0.47295,0.19739,0.22998,0.89141,0.25119
0.45723,0.17955,0.21657,0.81013,0.44599
0.40696,0.18792,0.23415,0.90513,0.30708
0.56141,0.14177,0.15254,0.88672,0.4124
0.64955,0.11952,0.11264,1,0.55197
0.55922,0.15994,0.17196,0.78042,0.25773
0.38633,0.15678,0.20224,0.84419,0.46042
0.29943,0.10763,0.17399,0.85907,0.45522
0.32818,0.068799,0.13307,0.90462,0.48678
0.2341,0.11267,0.18986,0.90878,0.36302
0.30384,0.09627,0.16016,0.77052,0.3907
0.42053,0.041027,0.08493,0.92438,0.52862
0.53166,0.03443,0.057097,0.99462,0.43501
0.54235,0.020933,0.042247,0.88374,0.52039
0.63629,0,0,0.8644,0.45892
0.60459,0.052448,0.05801,0.95065,0.61383
0.54413,0.032618,0.05393,0.90491,0.57169
0.5349,0.036762,0.061104,0.98675,0.69752
0.19804,0.25392,0.33435,0.89852,0.42727
0.20638,0.35637,0.43916,0.85763,0.5105
0.32734,0.35702,0.41184,0.94946,0.55899
0.25356,0.34929,0.42285,0.90127,0.34319
